,country,description,designation,points,price,province,region_1,title,variety,winery,millesime,Alsace,Beaujolais,Burgundy,Champagne,France Other,Languedoc-Roussillon,Loire Valley,Southwest France
45467,France,"This is a bright star in Olivier Leflaive's firmament, a wondrous big, rich wine that is just so finely poised. The structure is dense, rich, fat and full-bodied, a hymn to ripe fruit. Flavors are fruit-driven at this stage, but this is a wine that will develop over many years, if you can resist the urge to indulge its luxuriant tastes now.",,95,297.0,Burgundy,Bâtard-Montrachet,Olivier Leflaive 2012  Bâtard-Montrachet,Chardonnay,Olivier Leflaive,2012,0,0,1,0,0,0,0,0
45469,France,"This monopole within the Chablis grand cru vineyards produces top Chablis. In 2010, the wine is powerful, but layered with intense minerality, a flinty character on top of the ripe white and yellow fruits. It has concentration, a depth of flavor that is impressive. It will age well.",Domaine Long-Depaquit Moutonne Grand Cru,94,103.0,Burgundy,Chablis,Albert Bichot 2012 Domaine Long-Depaquit Moutonne Grand Cru  (Chablis),Chardonnay,Albert Bichot,2012,0,0,1,0,0,0,0,0
45471,France,"This is from a sub-division of the Corton vineyard, at the northern end of the Grand Cru. It shows both depth of flavor and freshness, a ripe wine that brings in delicious, appetizing acidity and spicy toast. It will obviously age, the nuts and secondary flavors still waiting to show, but as a fruitier style it will be ready in a year.",,94,229.0,Burgundy,Corton Vergennes,Chanson Père et Fils 2012  Corton Vergennes,Chardonnay,Chanson Père et Fils,2012,0,0,1,0,0,0,0,0
45475,France,"Big, powerful brush strokes of ripe fruits, spice and rich creaminess paint this wine with vividness. The fruit envelops the mouth, the pears, green plums and ripe apples working with a citrus edge. Impressive, and with a great finishing freshness.",Les Preuses Grand Cru,94,94.0,Burgundy,Chablis,William Fèvre 2012 Les Preuses Grand Cru  (Chablis),Chardonnay,William Fèvre,2012,0,0,1,0,0,0,0,0
45643,France,"The style is full in the mouth, showing vanilla as well as soft peach fruits. Finishing richly, this is not a Grand Cru for aging, but it does wear its ripe fruit easily with a good burst of steely acidity.",Preuses Grand Cru,92,77.0,Burgundy,Chablis,Simonnet-Febvre 2013 Preuses Grand Cru  (Chablis),Chardonnay,Simonnet-Febvre,2013,0,0,1,0,0,0,0,0
45650,France,"With wood and white stone fruit in fine balance, this is a ripe, full wine, the acidity lighting up the ripe flavor. The wine has a broad character, ready for drinking in a year.",Charmes Premier Cru,91,137.0,Burgundy,Meursault,Morey-Blanc 2013 Charmes Premier Cru  (Meursault),Chardonnay,Morey-Blanc,2013,0,0,1,0,0,0,0,0
45789,France,"This wine has an earthy character, with some bitter flavors as well as more generous acidity and yellow fruits, The earthiness should blow off as it develops to give a ripe, richly fruity wine.",,87,21.0,Burgundy,Viré-Clessé,Chanson Père et Fils 2020  Viré-Clessé,Chardonnay,Chanson Père et Fils,2020,0,0,1,0,0,0,0,0
45824,France,"Tropical fruit and melon aromas are filled out with a touch of toast and acidity. The result is a wine that is not quite balanced, with wood and fruit still at odds. The aftertaste, with a creamy texture, is more attractive. This is one of the first vintages since Labouré-Roi, which was hit by scandal in 2016, passed into new ownership.",,85,19.0,Burgundy,Pouilly-Fuissé,Labouré-Roi 2019  Pouilly-Fuissé,Chardonnay,Labouré-Roi,2019,0,0,1,0,0,0,0,0
45949,France,"Situated next door to the Grand Cru vineyards, this vineyard produces some grand wines. This wine comes from the Olivier Leflaive domaine. It has richness and concentration with beautifully dense yellow fruits that are cut with inspiring acidity. The texture shows minerality and a taut and nervy character that will allow this fine wine to age very well. Drink from 2024.",Les Pucelles Premier Cru,94,96.0,Burgundy,Puligny-Montrachet,Olivier Leflaive 2020 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,Olivier Leflaive,2020,0,0,1,0,0,0,0,0
45950,France,"Bougros is one of the richest, opulent of the Grand Cru Chablis. In this fruit-driven year, the wine is wonderfully spicy, rich and full of fine fruit. Yellow fruits dominate the balancing citrus and wood flavors. It is so forward that it could be drunk now, but this fine wine will be much better from 2023",Bougros Grand Cru,94,52.0,Burgundy,Chablis,Jean-Marc Brocard 2020 Bougros Grand Cru  (Chablis),Chardonnay,Jean-Marc Brocard,2020,0,0,1,0,0,0,0,0
45961,France,"The unusual name (the donkey's back) refers to the shape of this premier cru vineyard which is high up the slope of Meursault. The wine itself, from vines owned by the Leflaive family, is in a rich yet structured style. It has great spice and toast as well as stylish crisp fruits and great acidity. The minerality and the texture will certainly allow the wine to age, so drink from 2024.",Sous le Dos d'Ane Premier Cru,94,71.0,Burgundy,Meursault-Blagny,Olivier Leflaive 2020 Sous le Dos d'Ane Premier Cru  (Meursault-Blagny),Chardonnay,Olivier Leflaive,2020,0,0,1,0,0,0,0,0
45972,France,"This vineyard is regarded as the finest of the Grand Crus, certainly for its more serious character. This 2018 has great complexity, toast and spice mingling with the mineral and white-fruit flavors. It is obviously set for long-term aging with its wood still not fully integrated. Drink this impressive wine from 2024.",Les Clos Grand Cru,94,58.0,Burgundy,Chablis,Jean-Marc Brocard 2020 Les Clos Grand Cru  (Chablis),Chardonnay,Jean-Marc Brocard,2020,0,0,1,0,0,0,0,0
46032,France,"This is a soft, fresh while rounded wine. A gentle texture hints at a more tangy character while pushing the apple and spice flavors forward. Attractive now, the wine is ready to drink.",Comme Dessus,88,30.0,Burgundy,Santenay,Domaine Belland 2019 Comme Dessus  (Santenay),Chardonnay,Domaine Belland,2019,0,0,1,0,0,0,0,0
46213,France,"One of the most familiar and best situated Premier Crus, this vineyard has produced a fine and ripe wine from the fruity, crisp 2018 vintage. It's lively, bright, textured and still packed with citrus and apple fruit. Drink now.",Mont de Milieu Premier Cru,93,37.0,Burgundy,Chablis,Simonnet-Febvre 2020 Mont de Milieu Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre,2020,0,0,1,0,0,0,0,0
46227,France,"Situated next to the Grand Cru vineyards, this Premier Cru has produced a rich, concentrated and beautifully dense wine. Its rich, creamy texture is enhanced by bright acidity and underlying power. Touches wood aging show through in its spiciness. Drink from 2023.",Montée de Tonnerre Premier Cru,93,37.0,Burgundy,Chablis,La Chablisienne 2020 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,La Chablisienne,2020,0,0,1,0,0,0,0,0
46328,France,"Full, rich and round, this is packed with ripe yellow-fruit flavors, layered with toast. It bears a spice note, delicious acidity and a concentrated, open finish. Let it age for 2–3 years, but it is also enjoyable now.",Bouchères Premier Cru,90,83.0,Burgundy,Meursault,Olivier Leflaive 2016 Bouchères Premier Cru  (Meursault),Chardonnay,Olivier Leflaive,2016,0,0,1,0,0,0,0,0
46329,France,"Rich yet structured, this village wine from Meursault is made in a taut, tight style. Its acidity pushes through the toast flavor, which creates a nervy texture. Ready to drink  in 1–2 years.",,90,51.0,Burgundy,Meursault,Olivier Leflaive 2016  Meursault,Chardonnay,Olivier Leflaive,2016,0,0,1,0,0,0,0,0
46514,France,"Facing almost due south, this Premier Cru vineyard produces some impressively rich wines. This bottling from the crisp 2018 vintage still shows ripe character, contrasting deliciously with intense acidity. The balance is just right, with a structure built to age. Drink from 2023.",Mont de Milieu Premier Cru,93,37.0,Burgundy,Chablis,La Chablisienne 2020 Mont de Milieu Premier Cru  (Chablis),Chardonnay,La Chablisienne,2020,0,0,1,0,0,0,0,0
46515,France,"This is a rich wine with a warm character. It comes from vines in the heart of Chablis, facing the Grand Cru vineyards on the opposite side of the river. It's full bodied and ripe, with plenty of acidity to partner its yellow fruit. Drink from 2023.",Vaillons Premier Cru,93,35.0,Burgundy,Chablis,La Chablisienne 2020 Vaillons Premier Cru  (Chablis),Chardonnay,La Chablisienne,2020,0,0,1,0,0,0,0,0
46526,France,"Produced from two parcels on the Montagne de Reims, this dry yet soft wine is ripe and richly fruity. Still young, its minerality and bright fruitiness are firmly intact. It will be a delicious Champagne as it matures. Drink from 2023.",Inattendue Extra Brut Blanc de Blancs,93,53.0,Champagne,Champagne,Huré Frères 2017 Inattendue Extra Brut Blanc de Blancs Chardonnay (Champagne),Chardonnay,Huré Frères,2017,0,0,0,1,0,0,0,0
46547,France,"A rich, lush melange of fruit and nuts, with sinuous, almost unctuous flavors that twine around the palate like a snake. Long, fascinating finish, elegantly balanced and precise.",Les Referts Premier Cru,92,96.0,Burgundy,Puligny-Montrachet,Louis Latour 2004 Les Referts Premier Cru  (Puligny-Montrachet),Chardonnay,Louis Latour,2004,0,0,1,0,0,0,0,0
46642,France,"This perfumed, soft wine only slowly shows a more structured character. From a well-situated vineyard just above the Serein valley, it offers yellow fruits that are cut with tight citrus and minerality. Drink from 2021.",Beauroy Premier Cru,89,28.0,Burgundy,Chablis,Domaine Dampt Père et Fils 2019 Beauroy Premier Cru  (Chablis),Chardonnay,Domaine Dampt Père et Fils,2019,0,0,1,0,0,0,0,0
46651,France,"There are both ripe yellow and pineapple fruit flavors and tight minerality in this wine. That gives it the potential to age with its structure, spice from wood and fragrant acidity. Drink from 2021.",Domaine des Préauds,88,25.0,Burgundy,Pouilly-Fuissé,Jean-Claude Debeaune 2019 Domaine des Préauds  (Pouilly-Fuissé),Chardonnay,Jean-Claude Debeaune,2019,0,0,1,0,0,0,0,0
46692,France,"A severe wine, its structure deriving from an important wood element and fruit tannins. It brings out apple and green plum skins, with a tangy texture that demands a few months aging.",Le Rognet Premier Cru,88,56.0,Burgundy,Ladoix,Pierre André 2014 Le Rognet Premier Cru  (Ladoix),Chardonnay,Pierre André,2014,0,0,1,0,0,0,0,0
46716,France,"This is a wood-aged Chardonnay that's smooth, creamy and rich. The wine has weight, with lemon and peach flavors as well as vanilla accents from the oak. Its current fruitiness will mature and broaden well, so keep this wine for at least four years.",Cuvée Madeleine,90,29.0,Southwest France,Côtes du Tarn,Domaine D'en Ségur 2017 Cuvée Madeleine Chardonnay (Côtes du Tarn),Chardonnay,Domaine D'en Ségur,2017,0,0,0,0,0,0,0,1
46842,France,"Intense acidity and a mineral texture show the northern origins of this wine. It is all citrus and grapefruit, the green apple flavors adding a tense texture.",,87,30.0,Burgundy,Chablis,Garnier et Fils 2016  Chablis,Chardonnay,Garnier et Fils,2016,0,0,1,0,0,0,0,0
46912,France,This is a young fruit salad of a wine although one that is ready to drink for its crisp acidity and sliced apple flavor. The wine has citrus and a mineral texture as well as a bright line in zesty orange. Drink now.,,87,18.0,Burgundy,Chablis,Domaine Chenevières 2021  Chablis,Chardonnay,Domaine Chenevières,2021,0,0,1,0,0,0,0,0
46919,France,"Milly-Lamartine is a village in the hills just north-west of Pouilly-Fuissé. Its style is for juicy and fruity wine like this. With hints of minerality, citrus and pear, the wine has a rounded character that is cut with acidity. Drink the wine now.",Closerie des Alisiers Domaine Carrette,87,17.0,Burgundy,Mâcon-Milly Lamartine,Maison Stéphane Brocard 2021 Closerie des Alisiers Domaine Carrette  (Mâcon-Milly Lamartine),Chardonnay,Maison Stéphane Brocard,2021,0,0,1,0,0,0,0,0
46922,France,"The wine is ripe and creamy with a toasty vanilla character. With spice and juicy fruitiness, it is smooth and ready to drink. The aftertaste, with its zesty texture, gives the wine final complexity.",,87,18.0,Burgundy,Mâcon Solutré,Domaine Trouillet 2021  Mâcon Solutré,Chardonnay,Domaine Trouillet,2021,0,0,1,0,0,0,0,0
46923,France,"The Devillard family has created a line of negociant wines, made from purchased grapes. This wine is properly crisp and mineral. It also has ripe yellow fruits and a perfumed floral character. It is still bursting with young fruit and will be better as it broadens out, so drink from 2021.",Le Renard,87,25.0,Burgundy,Pouilly-Fuissé,Domaines Devillard 2020 Le Renard  (Pouilly-Fuissé),Chardonnay,Domaines Devillard,2020,0,0,1,0,0,0,0,0
47172,France,"This producer, based in the western Loire, has been able to take advantage of the cool ocean climate to produce a crisp, fruity Chardonnay. It is all fruit, citrus and white-plum flavored, with a soft, fresh aftertaste. Drink now.",Le Demi-Boeuf,86,14.0,Loire Valley,Val de Loire,Vignoble Malidain 2021 Le Demi-Boeuf Chardonnay (Val de Loire),Chardonnay,Vignoble Malidain,2021,0,0,0,0,0,0,1,0
47175,France,"The Côtes d'Auxerre, west of Chablis, is the last outpost of Chardonnay in Burgundy. That results in this cool style of wine, light and fruity with apple and green-plum fruitiness. There is a zest to the wine, a lightly mineral texture and attractive final acidity. Drink now.",,86,16.0,Burgundy,Bourgogne Côtes d’Auxerre,Bailly-Lapierre 2021  Bourgogne Côtes d’Auxerre,Chardonnay,Bailly-Lapierre,2021,0,0,1,0,0,0,0,0
47184,France,"This is a soft, gently fruity wine. It comes from a single vineyard creating a wine that has rounded yellow and pear fruits and balanced acidity. It is a smooth wine, made to be drink young.",La Côte Blanche,86,14.0,Burgundy,Mâcon-Villages,Cave de Lugny 2021 La Côte Blanche  (Mâcon-Villages),Chardonnay,Cave de Lugny,2021,0,0,1,0,0,0,0,0
47197,France,"This is a light, crisp and fruity wine. Full of ripe green plums and crisp acidity, it is a wine that is all fruit. A light touch of minerality gives texture and complements the refreshing, floral aftertaste. Drink this wine now.",Buissonnier,86,15.0,Burgundy,Côte Chalonnaise,Vignerons de Buxy 2021 Buissonnier  (Côte Chalonnaise),Chardonnay,Vignerons de Buxy,2021,0,0,1,0,0,0,0,0
47392,France,"Produced from 100-year-old vines, this wine has been aged for nearly three years and has lost its intense fruitiness. Wood and spice flavors are present along with a perfumed intensity and toastiness. Drink this wine now.",Aux Bouthières,92,35.0,Burgundy,Pouilly-Fuissé,Domaine Pascal et Mireille Renaud 2020 Aux Bouthières  (Pouilly-Fuissé),Chardonnay,Domaine Pascal et Mireille Renaud,2020,0,0,1,0,0,0,0,0
47399,France,"This wine has the weight that is typical of this appellation. It is full bodied, ripe with melon and yellow fruits. Contrasting with that, a crisper edge brings out minerality and a nervy texture. Drink from 2022.",Les Macherelles Premier Cru,92,42.0,Burgundy,Chassagne-Montrachet,Roux Père et Fils 2021 Les Macherelles Premier Cru  (Chassagne-Montrachet),Chardonnay,Roux Père et Fils,2021,0,0,1,0,0,0,0,0
47577,France,"Produced from vines close to the chateau of Santenay, this is a tight, mineral wine. It has intense crisp acidity, tangy citrus and excellent potential. The fruit is asking for time to fill out, so drink from 2022.",La Comme Premier Cru,89,34.0,Burgundy,Santenay,Château de Santenay 2021 La Comme Premier Cru  (Santenay),Chardonnay,Château de Santenay,2021,0,0,1,0,0,0,0,0
47609,France,"Broad and rich, it has already developed to give ripe yellow and green fruits that have fully integrated into the fresher, mineral structure. The wine is ready to drink.",Les Vieux Murs,86,27.0,Burgundy,Pouilly-Fuissé,Jacques Charlet 2017 Les Vieux Murs  (Pouilly-Fuissé),Chardonnay,Jacques Charlet,2017,0,0,1,0,0,0,0,0
47611,France,"A strong wood element dominates this wine. It's all toasty and juicy from wood aging rather than fruit. It does have the weight to suggest some fruit for the future, but the wood, with its bite and tang, will always be a strong presence.",Marie Antoinette,86,25.0,Burgundy,Pouilly-Fuissé,Vincent 2018 Marie Antoinette  (Pouilly-Fuissé),Chardonnay,Vincent,2018,0,0,1,0,0,0,0,0
47615,France,"Fresh and fruity, it shows crispness as well as white fruits, orange zest and a lively lemon aftertaste. Drink now.",Les Pierres Blanches,86,20.0,Burgundy,Viré-Clessé,Domaine André Bonhomme 2018 Les Pierres Blanches  (Viré-Clessé),Chardonnay,Domaine André Bonhomme,2018,0,0,1,0,0,0,0,0
47617,France,"This is a thouroughbred, elegant sparkler. With its delicate acidity, apple and grapefruit flavors, and tense, steely texture, it is an extremely well-blanced wine. Although it is ready to drink now, it could certainly age in bottle for many years.",Extra Cuvée de Réserve Blanc de Blancs Brut,95,177.0,Champagne,Champagne,Pol Roger 2008 Extra Cuvée de Réserve Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pol Roger,2008,0,0,0,1,0,0,0,0
47636,France,"The latest release of the legendary Comtes de Champagne comes from a great vintage. It has full, toasty bottle-age notes that give the wine depth of flavor, with a ripe, rounded mouthfeel and taut acidity. An almond note combines with the citrus-driven acidity on the finish.",Comtes de Champagne Blanc de Blancs Brut,94,216.0,Champagne,Champagne,Taittinger 2008 Comtes de Champagne Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Taittinger,2008,0,0,0,1,0,0,0,0
47673,France,"Based in the Côte des Blancs, Nicolas Feuillatte has access to some fine Chardonnay for this mineral-textured wine. Lightly perfumed with white flowers, it is crisp and fresh, with sliced apple and lemon right up front. The wine is fruity now and will age well. Either drink now or wait for more maturity from 2021.",Blanc de Blancs Brut,90,66.0,Champagne,Champagne,Nicolas Feuillatte 2012 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Nicolas Feuillatte,2012,0,0,0,1,0,0,0,0
47733,France,"This is a rounded, ripe and full-bodied wine, with spice and light toastiness that give richness. Apple and green-plum flavors are enhanced by the creamy texture and touches of apricots. It is young and drinkable now, although will likely be much better from the end of 2020.",,88,29.0,Burgundy,Pouilly-Fuissé,Chartron et Trébuchet 2020  Pouilly-Fuissé,Chardonnay,Chartron et Trébuchet,2020,0,0,1,0,0,0,0,0
47734,France,"This wine is ripe with a texture that remains tangy while also showing rich yellow and white fruits. A rustic edge adds interest rather than detracting from the quality. With its acidity and zesty citrus character, the aftertaste leaves a fresh, crisp feeling. Drink now.",,88,34.0,Burgundy,Mercurey,Château de Santenay 2018  Mercurey,Chardonnay,Château de Santenay,2018,0,0,1,0,0,0,0,0
47957,France,"An attractively fruity wine, it has apple flavors cut with lime juice. Bright, crisp and laced with acidity, it could age but is already delicious to drink.",Clos Philippe-le-Hardi,85,24.0,Burgundy,Bourgogne Hautes Côtes de Beaune,Château Philippe-le-Hardi 2018 Clos Philippe-le-Hardi  (Bourgogne Hautes Côtes de Beaune),Chardonnay,Château Philippe-le-Hardi,2018,0,0,1,0,0,0,0,0
47969,France,"In 2016, Pizay made two whites: one labeled Burgundy and this one labeled Beaujolais. This is more in the apéritif style, fresh and fruity, full of apple flavors and with a touch of citrus at the end. It's ready to drink now.",,85,16.0,Beaujolais,Beaujolais Blanc,Château de Pizay 2018  Beaujolais Blanc,Chardonnay,Château de Pizay,2018,0,1,0,0,0,0,0,0
47972,France,"Still very young, this wine is potentially crisp while also ripe. Citrus and yellow fruits present a fruit salad of flavors that are balanced by a more steely character. Drink from the end of 2018.",La Côte Blanche,85,14.0,Burgundy,Mâcon-Villages,Cave de Lugny 2019 La Côte Blanche  (Mâcon-Villages),Chardonnay,Cave de Lugny,2019,0,0,1,0,0,0,0,0
48063,France,"This ripe, spicy wine offers apple, pear and apricot flavors, giving ripeness and warm juicy acidity. The wine is smooth and rounded, with a crisp aftertaste. Drink now.",,89,25.0,Burgundy,Pouilly-Fuissé,Jean-Claude Debeaune 2021  Pouilly-Fuissé,Chardonnay,Jean-Claude Debeaune,2021,0,0,1,0,0,0,0,0
48119,France,"Produced at Château Ravatys for négociant Florent Descombe, this wine is rich and creamy. Wood aging has given it light toastiness and fine, ripe white fruit flavor. Already sophisticated wine, it will age further and be better from 2022.",,90,33.0,Burgundy,Chassagne-Montrachet,Florent Descombe 2020  Chassagne-Montrachet,Chardonnay,Florent Descombe,2020,0,0,1,0,0,0,0,0
48225,France,"Unusually, this premier cru vineyard produces both red and white wines, both of which are made by this domaine. The wine is soft, rounded and with a ripe creamy character. It has plenty of crisp apple and rich pear flavors along with enough acidity to keep it bright and tangy. Drink from 2022.",Les Bousselots Premier Cru,90,43.0,Burgundy,Nuits-St.-Georges,Domaine Chevillon-Chezeaux 2020 Les Bousselots Premier Cru  (Nuits-St.-Georges),Chardonnay,Domaine Chevillon-Chezeaux,2020,0,0,1,0,0,0,0,0
48232,France,"Old vines from the vineyard next to the winery produce a luscious full wine. With its pear, peach and ripe apple flavors, these 70-year-old vines show their richness and concentration. It is opulent, structured and packed with juicy acidity. Drink from 2021.",Vieilles Vignes de Sainte-Claire,90,26.0,Burgundy,Chablis,Jean-Marc Brocard 2021 Vieilles Vignes de Sainte-Claire  (Chablis),Chardonnay,Jean-Marc Brocard,2021,0,0,1,0,0,0,0,0
48238,France,"Ten months of wood aging has given this wine richness and fine spiciness. It is rich while still textured with minerality and tight citrus flavors. With its juicy acidity, the wine will age. Drink from 2022.",Clos des Hâtes,90,26.0,Burgundy,Santenay,Philippe Jeannot 2021 Clos des Hâtes  (Santenay),Chardonnay,Philippe Jeannot,2021,0,0,1,0,0,0,0,0
48346,France,"Toasty and ripe, this is a smooth, lightly textured wine full of yellow fruits lifted by crisp apple and lime juice. Rich while also fresh, it's a warm wine. Drink now.",Paquet Mathieu,87,22.0,Burgundy,Pouilly-Fuissé,Domaine des Valanges 2020 Paquet Mathieu  (Pouilly-Fuissé),Chardonnay,Domaine des Valanges,2020,0,0,1,0,0,0,0,0
48347,France,"This open, soft wine brings out some of the ripe fruit flavors of the vintage. It has attractive melon and apricot fruit along with a tight streak of mineral acidity. It's ready to drink now, although it will be better from 2021.",L'Oeuvre de Perraud,87,20.0,Burgundy,Mâcon-Villages,Domaine Perraud 2021 L'Oeuvre de Perraud  (Mâcon-Villages),Chardonnay,Domaine Perraud,2021,0,0,1,0,0,0,0,0
48467,France,"Delicately sparkling, this creamy Champagne is crisp, fruity and on the dry side of Brut. It has citrus as well as pear flavors giving a fruity edge to the lively texture. This delicious wine should age a little longer, so drink from 2023.",Nuit Blanche Blanc de Blancs Grand Cru Brut,93,56.0,Champagne,Champagne,Petit & Bajan 2017 Nuit Blanche Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,Petit & Bajan,2017,0,0,0,1,0,0,0,0
48536,France,"This crisp, tangy wine is packed with citrus flavors. Brightly textured with a mineral edge, it is fruity, hinting at spice along with a floral, fresh character.",Domaine des Chenevières,87,20.0,Burgundy,Mâcon-Villages,Georges Duboeuf 2020 Domaine des Chenevières  (Mâcon-Villages),Chardonnay,Georges Duboeuf,2020,0,0,1,0,0,0,0,0
48550,France,"Ripe and fruity, this wine offers crisp apples and pear-juice flavors. It has a strongly tangy element that is refreshing and delicious now.",Vieilles Vignes,86,22.0,Burgundy,Pouilly-Fuissé,Louis Max 2020 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Louis Max,2020,0,0,1,0,0,0,0,0
48554,France,"This wine is crisp and fruity. It has attractive acidity, a nice touch of spice and a backbone of minerality. The juiciness leaves a bright, crisp aftertaste.",,86,23.0,Burgundy,Pouilly-Fuissé,Domaine Ferret 2020  Pouilly-Fuissé,Chardonnay,Domaine Ferret,2020,0,0,1,0,0,0,0,0
48684,France,"This is rich and ripe, with just a touch of wood influence. It has a tropical fruit and lime flavor, with lemon zest acidity. It is full, very structured and mineral, adding the complexity of ripe fruit. Age for 3–4 years.",Les Clos Grand Cru,92,71.0,Burgundy,Chablis,Chanson Père et Fils 2016 Les Clos Grand Cru  (Chablis),Chardonnay,Chanson Père et Fils,2016,0,0,1,0,0,0,0,0
48685,France,"Big and rounded, this will eventually develop into a ripe, complex wine. Spice and toast notes merge with the yellow fruits and structured nervosity.",La Romanée Premier Cru,92,79.0,Burgundy,Chassagne-Montrachet,Domaine Vincent Girardin 2016 La Romanée Premier Cru  (Chassagne-Montrachet),Chardonnay,Domaine Vincent Girardin,2016,0,0,1,0,0,0,0,0
48686,France,"This is a floral wine that combines structure, firm acidity and intensely ripe fruit. Flavors of green fruit, citrus, toast and some smoke give complexity to this concentrated, full-bodied effort.",Les Combettes Premier Cru,92,75.0,Burgundy,Puligny-Montrachet,Domaine Vincent Girardin 2016 Les Combettes Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Vincent Girardin,2016,0,0,1,0,0,0,0,0
48690,France,"This is a taut wine, touched by yeast and warmed by ripe yellow fruit. Flavors of melon and spice from the new wood give it an open feel. It's ripe, already rounded and full bodied.",Les Folatières Premier Cru,92,77.0,Burgundy,Puligny-Montrachet,Louis Latour 2016 Les Folatières Premier Cru  (Puligny-Montrachet),Chardonnay,Louis Latour,2016,0,0,1,0,0,0,0,0
48691,France,"This is a structured wine with rich, concentrated fruits. It has a strong mineral content along with a tense texture. Tropical fruit flavors come through on the rich, opulent finish.",Morgeot Premier Cru,92,64.0,Burgundy,Chassagne-Montrachet,Louis Latour 2016 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Louis Latour,2016,0,0,1,0,0,0,0,0
48700,France,"Steely, minerally and very textured, this has concentratio and taut layer of acidity to go with the lime fruit. Powered by its structure, it will age for 3–4 years.",Vau de Vey Premier Cru,92,43.0,Burgundy,Chablis,Romain Bouchard 2016 Vau de Vey Premier Cru  (Chablis),Chardonnay,Romain Bouchard,2016,0,0,1,0,0,0,0,0
48968,France,"The premier cru is right in the heart of the appellation, close to the village. This wine, with its intense fruits and strongly textured character, is still trying out its structure and density. The potential is there with apricot and apple fruits waiting to come thorough the tight structure. Drink this fine wine from 2022.",Maltroie Premier Cru,93,55.0,Burgundy,Chassagne-Montrachet,Alex Gambal 2019 Maltroie Premier Cru  (Chassagne-Montrachet),Chardonnay,Alex Gambal,2019,0,0,1,0,0,0,0,0
48972,France,"Produced from old vines, this is a beautiful wine. It has great structure, minerality and concentration along with a full-bodied richness that is developing well. Combined with the ripe yellow fruits, they give an opulent wine that will age for several years. Drink from 2022.",Vieilles Vignes,93,61.0,Burgundy,Pouilly-Fuissé,Château de Fuissé 2019 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Château de Fuissé,2019,0,0,1,0,0,0,0,0
48976,France,"This is a full-bodied, dense wine. A hint of austerity in the mineral texture gives the wine a steely core. Around this center, ripe fruit fills out the wine and gives apricots and generous fruitiness as well as a crisp, perfumed aftertaste. Drink from 2021.",Montmains Premier Cru,93,39.0,Burgundy,Chablis,Domaine Jean-Paul et Benoît Droin 2019 Montmains Premier Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2019,0,0,1,0,0,0,0,0
48997,France,"An intense, mineral-driven wine, tasting of the limestone soil as well as very ripe fruit. Great acidity keeps the richness in line, toast offering sweetness. The wine is full-bodied, the flavors going right through to the apple-skin-textured core.",Clos Saint Marc Premier Cru,94,75.0,Burgundy,Chassagne-Montrachet,Olivier Leflaive 2015 Clos Saint Marc Premier Cru  (Chassagne-Montrachet),Chardonnay,Olivier Leflaive,2015,0,0,1,0,0,0,0,0
49004,France,"A taut, steely, very mineral wine, showing a tense, textured character. Fruit flavors run from grapefruit to peach, with a delicious tang of zest along the way. With its acidity and structure, this is a wine for long-term aging.",Les Clos Grand Cru,94,86.0,Burgundy,Chablis,Domaine Christian Moreau Père et Fils 2015 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2015,0,0,1,0,0,0,0,0
49050,France,"A toasty, smoky wine, with freshening acidity, crisp green and white fruits and an attractive edge of toasty oak. The wine is lively, fresh, delicious, very poised and vibrant.",Cuvée Vieilles Vignes,87,32.0,Burgundy,Pouilly-Fuissé,Domaine Pascal et Mireille Renaud 2013 Cuvée Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Domaine Pascal et Mireille Renaud,2013,0,0,1,0,0,0,0,0
49193,France,"This is a ripe, wood-aged wine that shows the richer side of Meursault. It's generous with ripe yellow fruits, but balanced and complemented by crisp acidity and hints of toastiness. A fine wine with impeccable structure, it will age well, so drink from 2019.",Cuvée Signature Le Porusot Premier Cru,90,65.0,Burgundy,Meursault,Bouchard Aîné & Fils 2017 Cuvée Signature Le Porusot Premier Cru  (Meursault),Chardonnay,Bouchard Aîné & Fils,2017,0,0,1,0,0,0,0,0
49365,France,"Ripe, creamy wine with a good toast element. It is smooth, elegant, the flavors showing almonds, vanilla, baked apple and pear enlivened by fresh acidity. Attractive, ready to drink.",Buissonnier Montagny,87,29.0,Burgundy,Montagny,Vignerons de Buxy 2014 Buissonnier Montagny  (Montagny),Chardonnay,Vignerons de Buxy,2014,0,0,1,0,0,0,0,0
